"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"182440","240008984",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182441","001262195",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,"A-U",NA
"182442","002091401",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","E-U",NA,"P-U","P-D",NA,NA,NA
"182443","001620952",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182444","001721513",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,"P-U","P-U"
"182445","001957276",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182446","001955990",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182447","002031867",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","E-U",NA,"E-U",NA,NA,"P-U",NA
"182448","002100744",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182449","002100738",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182450","001379205",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182451","001488638",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182452","000091248",505,0,"CINCINNATI 5-E",NA,"A-U","A-U","A-R",NA,"P-U",NA,"A-U","P-R","P-U","P-U","P-U"
"182453","001637537",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182454","002104196",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"182455","001777686",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182456","001853253",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U","P-U"
"182457","002075671",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182458","002079123",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182459","000901844",505,0,"CINCINNATI 5-E",NA,"P-U","E-U","P-D","E-U","A-U",NA,"E-U","A-D","P-U","E-U","P-U"
"182460","001496378",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182461","001496379",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182462","001970992",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182463","000196166",505,0,"CINCINNATI 5-E",NA,NA,"E-U","P-R","A-U","P-U",NA,"A-U",NA,"P-U","P-U",NA
"182464","002023576",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182465","002096972",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"A-U",NA,NA,NA,NA
"182466","001518714",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182467","000859075",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"E-U","E-U",NA,"E-U","P-D",NA,"P-U","P-U"
"182468","001643529",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U","P-D",NA,"E-U","P-U"
"182469","230020775",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182470","002116389",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","P-U",NA,"A-U",NA,NA,NA,NA
"182471","002048821",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182472","001975961",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182473","001975962",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182474","002058565",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182475","002071159",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182476","002000483",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A-U",NA
"182477","000729483",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","E-U",NA,"E-U","P-D","P-U","A-U","P-U"
"182478","001911728",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"E-U",NA,NA,"A-U",NA
"182479","240007965",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182480","250017927",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182481","230032233",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182482","001895474",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182483","001200516",505,0,"CINCINNATI 5-E",NA,"P-U","E-U","P-D","P-U","P-U",NA,"E-U",NA,"E-U","P-U","P-U"
"182484","001106229",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182485","001322289",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,"P-U",NA
"182486","001314214",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-R","P-U","P-U",NA,"P-U","P-R","P-U","P-U",NA
"182487","002106494",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182488","001969493",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182489","240075454",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182490","001344614",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182491","250024872",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182492","001994301",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182493","001240873",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182494","001357124",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D","P-U","E-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182495","002030632",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,"P-U"
"182496","240006606",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D",NA,NA,NA,NA,NA,NA,NA,NA
"182497","001862221",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182498","001724648",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,"P-U"
"182499","001559173",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,"P-U",NA,"E-U",NA,NA,NA,NA
"182500","001716196",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","A-U",NA,"A-U",NA,"P-U","P-U","E-U"
"182501","001022824",505,0,"CINCINNATI 5-E",NA,"P-U","E-U","P-D","P-U","E-U",NA,"E-U","P-D","P-U","A-U","P-U"
"182502","002049100",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182503","001443335",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D","P-U","P-U",NA,"A-U","E-D","P-U","P-U","P-U"
"182504","001087839",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,"P-U","P-U"
"182505","240056367",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182506","002049624",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"E-U","P-U",NA,"A-U",NA,NA,NA,NA
"182507","230008936",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182508","002050738",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U","P-U",NA,"P-U",NA,NA,NA,NA
"182509","001080895",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"E-U","E-U",NA,"A-U",NA,NA,"P-U","P-U"
"182510","001718258",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"E-U","E-U",NA,"P-U","P-D","P-U",NA,NA
"182511","001744024",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182512","002091166",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,"A-U",NA,NA,NA,NA
"182513","001723783",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182514","001805906",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182515","000109378",505,0,"CINCINNATI 5-E",NA,NA,"A-U","E-R","E-U","E-U",NA,"P-U","E-R","E-U","P-U","E-U"
"182516","230041558",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182517","001850177",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182518","001901798",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182519","002011839",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182520","001979516",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182521","001871156",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"A-U",NA,NA,NA,NA
"182522","001922595",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,"E-U",NA,NA,"P-U","P-U"
"182523","001918218",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"E-U","E-U",NA,"E-U",NA,NA,"P-U","P-U"
"182524","001914130",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182525","001483416",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182526","002112502",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182527","002112318",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182528","001963218",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182529","240030244",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182530","001863802",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U",NA,"P-U",NA,NA
"182531","001871157",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","E-U",NA,"P-U",NA,NA,NA,NA
"182532","230019619",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182533","001879230",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182534","000390953",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"A-U",NA,NA,NA,NA
"182535","000390952",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,"A-U",NA,NA,NA,NA
"182536","001992893",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182537","001973417",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"182538","000605607",505,0,"CINCINNATI 5-E",NA,"E-U","E-U","E-D","E-U","E-U",NA,"E-U",NA,NA,"E-U","E-U"
"182539","000815163",505,0,"CINCINNATI 5-E",NA,"E-U","E-U","E-D","E-U","E-U",NA,"E-U",NA,NA,"E-U","E-U"
"182540","001674188",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R",NA,NA,NA,NA,NA,NA,NA,NA
"182541","000442259",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,NA,NA
"182542","001136517",505,0,"CINCINNATI 5-E",NA,"E-U","E-U","P-R","P-U",NA,NA,"P-U","P-R","E-U","P-U","P-U"
"182543","001573923",505,0,"CINCINNATI 5-E",NA,"E-U","P-U","P-R","P-U",NA,NA,"P-U","P-R","P-U","P-U","P-U"
"182544","001455945",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182545","001734401",505,0,"CINCINNATI 5-E",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182546","000093081",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA
"182547","240080473",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182548","002112885",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"E-U",NA,NA,"E-U",NA,NA,NA,NA
"182549","002019424",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182550","001400635",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182551","240080788",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182552","001400566",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"182553","002117430",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"A-U","P-U",NA,"P-U",NA,NA,NA,NA
"182554","001977680",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182555","001951746",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182556","000122677",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182557","001534687",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"E-U","E-U",NA,"P-U",NA,NA,"P-U","P-U"
"182558","002087243",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U",NA
"182559","002081467",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,NA,NA,"A-U","A-U",NA
"182560","001768880",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,"A-U","P-D","A-U","A-U","A-U"
"182561","001783497",505,0,"CINCINNATI 5-E",NA,"A-U","A-U","A-R","A-U","A-U",NA,"A-U",NA,"A-U","A-U",NA
"182562","001896494",505,0,"CINCINNATI 5-E",NA,NA,NA,"A-D","A-U","A-U",NA,"A-U",NA,"A-U","A-U","A-U"
"182563","001949673",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182564","001862016",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182565","250023701",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182566","001107598",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182567","001020561",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182568","240020955",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182569","240020264",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182570","001883465",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,NA,NA
"182571","001835422",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182572","001297292",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"182573","240082009",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182574","240064424",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182575","240002964",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182576","240004660",505,0,"CINCINNATI 5-E",NA,"E-U","E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182577","001918927",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182578","002001303",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"A-U","P-D","P-U","P-U","A-U"
"182579","002008847",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U","P-D","P-U","P-U","A-U"
"182580","001871627",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182581","001762834",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,NA,NA,NA
"182582","001791459",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182583","001944359",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182584","001841102",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182585","000128090",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"E-U","E-U",NA,"P-U","P-D","E-U","P-U","P-U"
"182586","001220249",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","E-U",NA,"P-U",NA,NA,"P-U",NA
"182587","001774806",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182588","240020057",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182589","001700859",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182590","001851456",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182591","002027929",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182592","001758094",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182593","230017510",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"E-U",NA,NA,NA,NA,NA,NA,NA
"182594","001971931",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182595","001849690",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182596","001292160",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"E-U",NA,NA,NA,NA,NA,"P-U",NA
"182597","250017861",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182598","001629650",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182599","000130775",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U","A-U",NA,"P-U",NA,NA,"P-U","P-U"
"182600","000517832",505,0,"CINCINNATI 5-E",NA,"P-U","A-U",NA,"E-U","A-U",NA,"P-U",NA,NA,"P-U",NA
"182601","002007939",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182602","002027625",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182603","002031689",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-D","P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"182604","001834903",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"A-U",NA,NA,"P-U",NA
"182605","002011922",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182606","001735137",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,"P-U",NA,NA,"P-U",NA
"182607","001838633",505,0,"CINCINNATI 5-E",NA,"E-U","E-U",NA,"E-U","E-U",NA,"E-U","E-D",NA,"P-U",NA
"182608","240072547",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182609","230013493",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182610","001930785",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182611","001848585",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182612","001959176",505,0,"CINCINNATI 5-E",NA,"A-U","A-U",NA,"A-U","A-U",NA,"A-U",NA,"A-U",NA,NA
"182613","001718181",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","E-U",NA,"P-U","P-D","P-U","P-U","P-U"
"182614","001907720",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182615","001819558",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182616","230002758",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"A-U","P-U",NA,NA,NA,NA,NA,NA
"182617","230002624",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,"P-U",NA,NA,NA,NA,NA,NA
"182618","001462222",505,0,"CINCINNATI 5-E",NA,NA,"E-U","P-R","P-U","P-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182619","001461427",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"A-U",NA,"P-U","A-U","P-U"
"182620","002078244",505,0,"CINCINNATI 5-E",NA,NA,"A-U",NA,NA,"P-U",NA,NA,NA,"P-U",NA,"P-U"
"182621","000755351",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U","E-U",NA,"P-U",NA,NA,"P-U","P-U"
"182622","000742732",505,0,"CINCINNATI 5-E",NA,NA,"P-U","P-R","P-U","E-U",NA,"P-U",NA,"P-U","P-U","P-U"
"182623","240053820",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182624","001585397",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182625","001674958",505,0,"CINCINNATI 5-E",NA,"P-U","P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182626","001912732",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U","P-U"
"182627","250029085",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182628","001805370",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,"P-U",NA
"182629","002085101",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182630","002085086",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"182631","001332587",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"182632","001580249",505,0,"CINCINNATI 5-E",NA,"P-U","E-U",NA,"P-U","E-U",NA,"A-U",NA,"P-U","P-U","P-U"
"182633","240082257",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182634","000775506",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P-U",NA
"182635","000142731",505,0,"CINCINNATI 5-E",NA,"P-U","A-U","E-D","P-U","E-U",NA,"A-U",NA,NA,"P-U",NA
"182636","001672261",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D","P-U","P-U",NA
"182637","001370655",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,NA,NA
"182638","001936098",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,NA,NA
"182639","002126414",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182640","001797122",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182641","001667735",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U","P-D",NA,NA,"P-U"
"182642","002048863",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA
"182643","240005353",505,0,"CINCINNATI 5-E",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182644","001863860",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182645","002021314",505,0,"CINCINNATI 5-E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182646","001598374",505,0,"CINCINNATI 5-E",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
